Settlement Name,Project Type,Project Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Infrastructure Level,Population Density,Growth Rate,Need New Infrastructure
Lamu,School,Delayed,79,2021-02-28,2022-07-12,36000000,Low,Low,Stable,0
Nairobi,School,Delayed,34,2021-10-08,2023-05-26,18000000,Medium,Low,Rapid,0
Embu,Hospital,Not Started,0,,,67000000,High,Low,Stable,0
Kitale,Road,Completed,100,2019-06-12,2020-08-14,73000000,Low,High,Slow,0
Machakos,Hospital,Delayed,22,2021-03-29,2022-01-06,48000000,Medium,Low,Stable,0
Voi,Road,Completed,100,2020-06-20,2020-10-07,73000000,Medium,High,Slow,0
Garissa,Market,Not Started,0,,,69000000,Medium,High,Stable,0
Malindi,Water,Completed,100,2019-12-20,2020-04-19,35000000,High,High,Rapid,0
Nyeri,Water,Not Started,0,,,74000000,High,Low,Stable,0
Kisumu,Electricity,Not Started,0,,,36000000,Low,Low,Slow,0
Meru,Electricity,In Progress,63,2022-10-30,2023-07-04,77000000,Low,High,Stable,0
Voi,Water,In Progress,2,2022-01-02,2022-12-16,84000000,Medium,Low,Rapid,0
Machakos,Electricity,Completed,100,2020-03-09,2021-06-19,70000000,Medium,Medium,Rapid,0
Mandera,Water,Delayed,92,2022-08-27,2024-06-16,99000000,Low,Medium,Stable,0
Narok,Water,Not Started,0,,,98000000,Low,Low,Stable,0
Isiolo,Electricity,Not Started,0,,,70000000,High,Low,Stable,0
Lodwar,School,Delayed,73,2021-09-10,2022-03-01,29000000,High,Medium,Slow,0
Thika,Electricity,Delayed,65,2021-12-02,2023-08-13,80000000,Medium,Low,Stable,0
Nakuru,Water,In Progress,29,2022-11-16,2024-02-24,31000000,Low,Low,Stable,0
Meru,Hospital,Completed,100,2020-07-04,2021-06-25,14000000,Low,High,Slow,0
Wajir,Hospital,Not Started,0,,,58000000,Low,Medium,Rapid,0
Kitale,Electricity,Not Started,0,,,19000000,Medium,High,Stable,0
Thika,School,Completed,100,2018-01-18,2019-03-29,72000000,Low,High,Rapid,0
Narok,School,Delayed,75,2021-09-06,2023-04-03,22000000,High,Medium,Stable,0
Nyeri,Water,Completed,100,2020-11-02,2021-03-09,23000000,High,High,Rapid,0
Nakuru,Water,Delayed,78,2022-01-06,2023-11-01,8000000,Medium,High,Slow,0
Mombasa,Electricity,Completed,100,2018-01-20,2018-11-07,41000000,High,Medium,Slow,0
Naivasha,Water,Delayed,57,2022-04-02,2023-06-13,5000000,Medium,Low,Rapid,0
Narok,Bridge,Not Started,0,,,79000000,High,High,Rapid,0
Thika,Electricity,Delayed,60,2022-04-03,2024-01-26,98000000,Medium,High,Stable,0
Nyeri,Hospital,Delayed,55,2021-04-15,2021-08-19,12000000,High,Medium,Stable,0
Embu,School,Delayed,48,2022-06-12,2023-09-15,59000000,Medium,Medium,Rapid,0
Malindi,Electricity,Completed,100,2019-03-12,2019-09-15,69000000,High,Low,Rapid,0
Isiolo,School,In Progress,21,2021-04-19,2021-10-18,96000000,Medium,Low,Rapid,0
Marsabit,Water,Delayed,62,2021-03-29,2022-01-29,75000000,High,Medium,Rapid,0
Lodwar,Hospital,Completed,100,2019-11-28,2020-08-16,90000000,Low,Low,Rapid,0
Nakuru,Hospital,Delayed,46,2022-03-27,2023-08-13,82000000,Low,Low,Slow,0
Kericho,Bridge,In Progress,38,2021-03-10,2022-04-12,100000000,Low,Medium,Rapid,0
Machakos,School,Completed,100,2018-05-17,2018-09-26,49000000,High,Low,Stable,0
Nyeri,Road,Not Started,0,,,53000000,Low,Low,Rapid,0
Narok,Electricity,Completed,100,2020-06-25,2021-08-03,74000000,Medium,Low,Stable,0
Marsabit,Market,Delayed,63,2022-05-01,2023-09-29,14000000,Medium,Medium,Rapid,0
Malindi,Electricity,Delayed,92,2022-05-24,2023-07-26,95000000,High,Low,Stable,0
Lamu,Road,In Progress,70,2022-06-24,2023-10-24,34000000,Low,High,Slow,0
Narok,Bridge,Completed,100,2019-05-21,2019-09-06,53000000,High,Medium,Slow,0
Mandera,Road,Completed,100,2020-03-08,2020-11-21,28000000,Medium,High,Stable,0
Kakamega,Water,Not Started,0,,,20000000,High,Medium,Rapid,0
Voi,Water,Not Started,0,,,44000000,High,Low,Stable,0
Nairobi,Water,Not Started,0,,,73000000,Medium,High,Stable,0
Garissa,Hospital,In Progress,41,2022-06-20,2024-02-15,82000000,Low,Medium,Rapid,0
Kisumu,Electricity,Delayed,14,2022-04-09,2023-12-13,59000000,High,Low,Stable,0
Meru,Market,In Progress,76,2022-05-28,2023-04-18,96000000,Low,Medium,Stable,0
Meru,Market,Completed,100,2018-11-28,2020-02-20,72000000,Low,High,Rapid,0
Nairobi,Water,Completed,100,2018-05-10,2018-12-04,3000000,Low,Medium,Slow,0
Nakuru,Bridge,Completed,100,2019-12-21,2020-05-04,69000000,Medium,Medium,Rapid,0
Kericho,Market,Delayed,43,2021-09-15,2021-12-20,31000000,High,Medium,Slow,0
Voi,Electricity,Completed,100,2020-03-18,2020-10-24,45000000,High,High,Slow,0
Kakamega,Market,In Progress,84,2021-09-14,2023-06-05,71000000,Medium,Medium,Slow,0
Kakamega,Bridge,Completed,100,2019-08-21,2020-10-06,55000000,High,Medium,Rapid,0
Mandera,Bridge,Not Started,0,,,84000000,High,High,Slow,0
Lodwar,Hospital,Delayed,49,2022-07-09,2023-10-31,74000000,Medium,Medium,Stable,0
Nakuru,School,Completed,100,2018-04-13,2019-02-22,5000000,High,Medium,Stable,0
Marsabit,Road,Not Started,0,,,62000000,Low,Low,Slow,0
Nairobi,Hospital,In Progress,67,2021-08-25,2022-10-03,9000000,Low,Medium,Rapid,0
Nakuru,Hospital,Completed,100,2018-06-16,2019-06-18,19000000,Medium,Medium,Rapid,0
Lodwar,Bridge,Delayed,97,2021-05-25,2022-09-28,41000000,High,Medium,Slow,0
Nakuru,Electricity,Completed,100,2019-06-04,2019-11-23,41000000,Medium,High,Slow,0
Meru,Electricity,Not Started,0,,,4000000,Medium,High,Rapid,0
Lodwar,Electricity,Not Started,0,,,64000000,High,Low,Slow,0
Garissa,Water,Not Started,0,,,58000000,Low,Low,Rapid,0
Thika,Hospital,Not Started,0,,,41000000,High,High,Slow,0
Kakamega,Electricity,In Progress,20,2021-07-13,2021-09-30,88000000,Low,Low,Stable,0
Kakamega,Road,Not Started,0,,,62000000,Low,Low,Slow,0
Malindi,Road,Not Started,0,,,31000000,High,Low,Rapid,0
Marsabit,Market,Not Started,0,,,79000000,Low,Medium,Rapid,0
Nakuru,Water,Completed,100,2018-04-01,2019-02-24,82000000,Low,High,Slow,0
Eldoret,Bridge,Delayed,54,2022-02-02,2022-05-20,68000000,Medium,Low,Rapid,0
Mombasa,Water,In Progress,28,2022-09-24,2023-01-08,27000000,Medium,Low,Rapid,0
Mandera,Bridge,Completed,100,2020-01-03,2021-04-28,57000000,Medium,High,Stable,0
Nyeri,Water,Delayed,58,2021-04-05,2022-08-29,32000000,Medium,High,Rapid,0
Kakamega,Bridge,In Progress,8,2021-07-09,2023-02-19,68000000,Medium,Medium,Rapid,0
Narok,Electricity,Not Started,0,,,88000000,High,Low,Slow,0
Garissa,Hospital,Not Started,0,,,40000000,Low,High,Rapid,1
Machakos,Electricity,Completed,100,2020-10-13,2021-02-24,43000000,Medium,Medium,Rapid,0
Narok,Electricity,Not Started,0,,,76000000,High,Medium,Rapid,0
Voi,Hospital,Completed,100,2020-12-04,2021-12-09,76000000,Medium,Low,Slow,0
Marsabit,Market,Not Started,0,,,96000000,Medium,Low,Rapid,0
Kericho,School,Not Started,0,,,39000000,Medium,Medium,Rapid,0
Lamu,Road,Delayed,78,2021-07-23,2022-11-08,64000000,Low,Low,Slow,0
Thika,School,Completed,100,2020-11-18,2021-11-14,66000000,Medium,Medium,Slow,0
Kisumu,Market,Not Started,0,,,83000000,Medium,Low,Slow,0
Marsabit,Electricity,Not Started,0,,,24000000,Low,Low,Stable,0
Thika,Market,Not Started,0,,,97000000,Medium,Medium,Slow,0
Marsabit,Road,In Progress,45,2022-01-12,2022-07-03,9000000,High,Low,Slow,0
Thika,School,Completed,100,2019-12-23,2021-04-02,6000000,Low,High,Stable,0
Lodwar,Bridge,Completed,100,2018-05-06,2019-03-20,10000000,Medium,Medium,Rapid,0
Machakos,School,Completed,100,2019-01-07,2020-01-02,85000000,Low,Low,Rapid,0
Kisumu,Water,In Progress,33,2022-11-23,2023-05-13,27000000,High,Medium,Slow,0
Mandera,Road,Not Started,0,,,10000000,Low,High,Rapid,1
Garissa,Electricity,In Progress,66,2021-12-13,2022-07-21,28000000,High,Medium,Stable,0
Lodwar,Road,Delayed,72,2021-05-06,2023-01-21,80000000,Medium,Low,Rapid,0
Meru,Electricity,Delayed,31,2021-05-12,2022-04-20,87000000,Medium,High,Stable,0
Kitale,Road,Completed,100,2020-11-19,2022-01-25,72000000,Low,Medium,Stable,0
Isiolo,Water,Completed,100,2020-05-19,2021-01-16,9000000,Low,High,Rapid,0
Nakuru,Hospital,In Progress,37,2022-05-15,2023-01-20,9000000,Low,Medium,Stable,0
Machakos,School,Completed,100,2018-07-06,2019-04-28,76000000,High,High,Rapid,0
Thika,Bridge,Not Started,0,,,73000000,High,Medium,Slow,0
Naivasha,Water,Delayed,57,2021-09-23,2022-06-09,89000000,Low,Low,Slow,0
Malindi,Bridge,Not Started,0,,,39000000,Low,Low,Rapid,0
Kericho,Market,Delayed,10,2021-01-07,2022-11-07,98000000,High,Low,Stable,0
Eldoret,Hospital,Not Started,0,,,9000000,High,High,Rapid,0
Kakamega,Water,Completed,100,2019-06-22,2020-05-19,30000000,Medium,Medium,Stable,0
Narok,Hospital,In Progress,49,2021-08-25,2023-07-06,84000000,Low,Low,Rapid,0
Narok,Water,Not Started,0,,,21000000,Medium,Low,Rapid,0
Thika,School,In Progress,29,2021-05-22,2021-11-30,51000000,Low,High,Stable,0
Naivasha,School,Delayed,5,2022-09-06,2023-07-17,11000000,Low,Medium,Stable,0
Lamu,Water,Delayed,95,2022-07-16,2023-06-21,14000000,Low,Low,Slow,0
Naivasha,Water,Completed,100,2019-07-04,2020-05-27,23000000,Medium,Medium,Stable,0
Embu,School,Delayed,90,2022-03-04,2023-02-05,75000000,Medium,Low,Rapid,0
Kitale,Water,Delayed,45,2021-12-22,2022-12-17,54000000,Low,High,Slow,0
Lamu,Market,In Progress,88,2021-03-19,2021-05-29,47000000,High,Low,Slow,0
Thika,Water,In Progress,27,2021-01-10,2022-03-03,50000000,Medium,Low,Stable,0
Kisumu,Electricity,Completed,100,2020-06-27,2021-05-22,58000000,Low,High,Slow,0
Meru,Road,Not Started,0,,,35000000,High,Low,Slow,0
Kakamega,School,Not Started,0,,,8000000,Low,High,Stable,0
Kitale,Bridge,Not Started,0,,,94000000,Low,Low,Slow,0
Narok,Bridge,Completed,100,2018-03-27,2019-06-03,6000000,Medium,High,Rapid,0
Malindi,Water,Completed,100,2018-11-29,2019-07-29,46000000,High,Low,Slow,0
Kericho,Road,Not Started,0,,,81000000,Low,Low,Slow,0
Nyeri,Water,Completed,100,2019-09-03,2020-07-29,36000000,Low,Medium,Rapid,0
Malindi,Bridge,In Progress,90,2021-07-06,2022-12-29,85000000,Medium,High,Stable,0
Wajir,Hospital,In Progress,7,2021-10-07,2022-07-11,77000000,Low,High,Rapid,1
Mombasa,Water,Completed,100,2018-08-26,2019-08-24,85000000,Low,Low,Rapid,0
Voi,School,In Progress,51,2021-03-12,2021-07-20,86000000,High,Medium,Slow,0
Narok,Water,Delayed,77,2022-08-16,2023-02-01,23000000,High,Medium,Slow,0
Eldoret,Road,In Progress,2,2021-10-08,2023-05-07,14000000,Medium,Low,Slow,0
Eldoret,Market,Not Started,0,,,72000000,Low,Low,Slow,0
Kitale,Water,Not Started,0,,,8000000,Medium,Medium,Slow,0
Machakos,Electricity,Completed,100,2018-03-01,2019-06-08,43000000,Low,Medium,Rapid,0
Kakamega,School,In Progress,85,2021-01-19,2021-06-12,75000000,High,Low,Slow,0
Kericho,Water,Delayed,25,2021-03-12,2021-10-03,74000000,High,High,Slow,0
Wajir,Road,Completed,100,2019-05-28,2020-02-17,66000000,High,High,Slow,0
Isiolo,Market,Not Started,0,,,43000000,Low,Low,Slow,0
Machakos,Electricity,Completed,100,2018-03-25,2019-04-12,56000000,High,High,Stable,0
Kericho,School,Delayed,79,2022-03-10,2022-10-19,88000000,Medium,Medium,Stable,0
Nakuru,Road,Completed,100,2018-04-23,2019-03-23,69000000,High,Medium,Stable,0
Mombasa,Water,Not Started,0,,,28000000,Low,Medium,Slow,0
Meru,Bridge,Delayed,39,2022-01-12,2023-02-05,65000000,High,Medium,Rapid,0
Malindi,Electricity,Delayed,35,2021-02-21,2022-05-25,56000000,High,Low,Stable,0
Eldoret,Electricity,Delayed,68,2022-05-09,2023-01-16,74000000,Low,High,Stable,0
Nyeri,Market,Completed,100,2019-01-21,2020-03-23,65000000,High,Medium,Stable,0
Kericho,Electricity,Not Started,0,,,12000000,Medium,Low,Slow,0
Eldoret,Water,Completed,100,2019-02-25,2020-01-03,46000000,Low,Medium,Stable,0
Nakuru,School,Not Started,0,,,74000000,Low,High,Slow,0
Kisumu,Bridge,In Progress,24,2022-11-16,2024-05-24,92000000,High,Low,Slow,0
Kakamega,Electricity,In Progress,14,2021-06-14,2023-04-05,60000000,Low,High,Slow,0
Kitale,School,Delayed,55,2021-11-23,2022-12-20,89000000,Medium,Low,Stable,0
Lamu,Electricity,Delayed,64,2021-03-29,2022-02-27,73000000,Low,Low,Stable,0
Mombasa,School,Completed,100,2019-07-26,2020-05-13,71000000,Medium,Medium,Rapid,0
Mombasa,Road,Completed,100,2020-01-10,2020-12-14,6000000,High,Medium,Stable,0
Kisumu,Bridge,Delayed,3,2022-03-27,2023-07-05,25000000,High,Medium,Rapid,0
Thika,Hospital,Not Started,0,,,17000000,Medium,High,Rapid,0
Naivasha,Market,Delayed,5,2022-09-18,2023-01-14,63000000,Medium,Low,Stable,0
Thika,Water,Delayed,38,2021-09-28,2023-08-01,19000000,High,Low,Slow,0
Garissa,School,Completed,100,2018-11-24,2019-06-30,22000000,Low,Low,Stable,0
Marsabit,Road,Not Started,0,,,43000000,High,Low,Slow,0
Lodwar,Hospital,Not Started,0,,,54000000,Medium,Low,Stable,0
Kericho,School,In Progress,44,2022-03-16,2023-03-30,2000000,Medium,Low,Slow,0
Thika,Market,Completed,100,2018-05-26,2019-06-23,95000000,Medium,High,Slow,0
Nairobi,Road,Not Started,0,,,15000000,Low,Low,Rapid,0
Meru,Water,Completed,100,2018-01-23,2018-05-13,90000000,Low,High,Slow,0
Lodwar,Hospital,Delayed,18,2021-11-20,2022-03-10,69000000,Low,Medium,Slow,0
Lamu,Bridge,Not Started,0,,,6000000,High,Low,Stable,0
Nairobi,Bridge,Completed,100,2018-10-13,2019-09-06,69000000,Medium,Medium,Stable,0
Mandera,Bridge,Completed,100,2019-12-05,2020-05-05,64000000,Medium,Low,Stable,0
Kericho,Road,Delayed,31,2021-11-26,2022-04-14,94000000,Low,Medium,Rapid,0
Marsabit,Market,In Progress,46,2021-08-31,2022-05-26,89000000,High,Low,Rapid,0
Narok,Market,Not Started,0,,,39000000,High,Medium,Stable,0
Mombasa,Electricity,In Progress,18,2021-08-04,2023-01-23,6000000,High,High,Rapid,0
Kisumu,Road,Completed,100,2018-06-06,2019-02-16,50000000,High,Medium,Rapid,0
Machakos,Water,Not Started,0,,,15000000,Low,High,Stable,0
Kakamega,Water,Delayed,85,2021-09-08,2021-12-21,77000000,Low,High,Rapid,0
Thika,Road,Not Started,0,,,7000000,High,High,Rapid,0
Lamu,Hospital,Completed,100,2019-10-03,2020-02-18,11000000,Low,High,Rapid,0
Marsabit,Market,Not Started,0,,,26000000,Low,High,Stable,0
Mandera,Road,Not Started,0,,,15000000,High,Low,Rapid,0
Nakuru,Water,Delayed,57,2021-04-21,2022-09-28,41000000,High,High,Slow,0
Embu,Hospital,In Progress,60,2022-06-11,2022-07-18,98000000,Low,Low,Slow,0
Thika,Hospital,In Progress,68,2022-09-03,2022-12-13,80000000,Low,High,Rapid,0
Marsabit,Hospital,Delayed,84,2021-04-21,2022-05-24,49000000,High,Low,Slow,0
Mandera,Market,Not Started,0,,,72000000,High,High,Stable,0
Eldoret,Road,Not Started,0,,,40000000,Low,High,Stable,0
Eldoret,Market,Completed,100,2020-06-02,2021-04-26,91000000,Low,Medium,Slow,0
Embu,Hospital,Not Started,0,,,8000000,High,Medium,Rapid,0
Mandera,Electricity,Completed,100,2018-06-02,2018-10-17,47000000,High,Low,Stable,0
Nakuru,Electricity,Completed,100,2018-12-07,2019-04-10,29000000,Medium,High,Stable,0
Kitale,Hospital,In Progress,29,2021-04-09,2022-11-28,22000000,Medium,Medium,Slow,0
Meru,School,Delayed,71,2021-08-12,2023-06-07,94000000,High,High,Slow,0
Thika,Road,Delayed,79,2022-06-12,2023-10-21,73000000,Low,High,Slow,0
Meru,Bridge,Delayed,75,2022-01-07,2023-06-22,33000000,Low,Low,Rapid,0
Kisumu,Water,Completed,100,2020-04-29,2021-09-05,24000000,Low,High,Stable,0
Marsabit,Water,Not Started,0,,,80000000,Low,Medium,Slow,0
Voi,School,Delayed,98,2022-10-28,2024-06-16,67000000,High,Medium,Stable,0
Naivasha,Market,Not Started,0,,,74000000,High,Low,Rapid,0
Embu,Market,Delayed,68,2021-12-22,2022-05-14,1000000,High,High,Rapid,0
Embu,Market,Not Started,0,,,82000000,Low,Low,Stable,0
Eldoret,Electricity,Completed,100,2020-12-17,2022-01-02,46000000,Medium,Low,Stable,0
Voi,Hospital,Delayed,24,2021-03-05,2021-10-18,55000000,High,Medium,Slow,0
Mombasa,Water,Not Started,0,,,6000000,High,Low,Stable,0
Lamu,Market,Delayed,46,2022-09-24,2024-03-22,26000000,High,High,Rapid,0
Kericho,Electricity,Not Started,0,,,65000000,Medium,Medium,Rapid,0
Eldoret,Water,Completed,100,2018-09-03,2019-02-06,19000000,Low,Medium,Slow,0
Meru,School,In Progress,76,2021-03-20,2022-01-27,71000000,High,Low,Slow,0
Eldoret,Market,Delayed,33,2022-05-08,2023-07-26,49000000,Medium,Medium,Slow,0
Lodwar,Electricity,Not Started,0,,,88000000,Low,Medium,Rapid,0
Nakuru,Road,Delayed,58,2022-07-31,2024-05-17,22000000,Medium,High,Rapid,0
Naivasha,Market,Completed,100,2020-02-20,2020-08-12,46000000,Low,High,Slow,0
Nakuru,School,In Progress,27,2021-11-03,2022-09-03,2000000,High,Medium,Slow,0
Marsabit,Water,Delayed,99,2022-05-16,2022-08-12,87000000,Low,Low,Rapid,0
Mandera,Hospital,Delayed,58,2022-10-04,2023-10-05,54000000,Low,Medium,Stable,0
Voi,Market,In Progress,64,2022-09-14,2023-01-26,39000000,Low,High,Rapid,0
Lamu,Market,Completed,100,2019-05-09,2020-05-02,16000000,Medium,Low,Rapid,0
Naivasha,Water,Completed,100,2019-03-17,2020-06-30,82000000,High,Low,Slow,0
Isiolo,School,In Progress,51,2022-05-27,2024-01-25,32000000,High,Low,Slow,0
Nakuru,Market,In Progress,22,2021-08-04,2023-04-17,9000000,High,Low,Stable,0
Mombasa,Water,In Progress,35,2021-04-22,2022-05-27,94000000,Medium,Medium,Rapid,0
Meru,Water,Not Started,0,,,74000000,High,Medium,Stable,0
Meru,Water,In Progress,60,2021-11-18,2023-08-04,62000000,High,High,Stable,0
Meru,Electricity,Not Started,0,,,92000000,Medium,Medium,Rapid,0
Wajir,Bridge,Completed,100,2018-08-14,2019-09-14,64000000,High,Medium,Slow,0
Lamu,Road,In Progress,80,2022-01-15,2022-03-28,9000000,Medium,Medium,Stable,0
Embu,Hospital,In Progress,41,2022-02-02,2022-10-20,23000000,High,Medium,Stable,0
Garissa,Bridge,Delayed,5,2022-04-02,2023-04-18,45000000,Low,High,Rapid,1
Naivasha,Hospital,Delayed,80,2021-08-22,2021-12-24,31000000,Medium,Low,Rapid,0
Machakos,Electricity,Not Started,0,,,64000000,Low,Medium,Stable,0
Thika,Road,Delayed,71,2021-04-15,2022-05-31,30000000,Low,Low,Slow,0
Lamu,Market,Not Started,0,,,65000000,High,Low,Slow,0
Narok,Market,Completed,100,2019-02-25,2019-09-03,85000000,High,High,Stable,0
Malindi,Bridge,Completed,100,2018-07-04,2019-04-12,76000000,Medium,Low,Stable,0
Lamu,Electricity,In Progress,1,2022-04-14,2023-05-14,17000000,High,High,Stable,0
Kakamega,Electricity,Completed,100,2018-01-24,2018-10-14,67000000,Medium,High,Stable,0
Naivasha,Bridge,Delayed,65,2022-05-03,2023-02-09,43000000,High,Low,Stable,0
Nairobi,Road,Completed,100,2018-05-08,2019-04-30,96000000,Medium,High,Stable,0
Machakos,Hospital,Completed,100,2018-07-15,2019-09-10,41000000,Low,High,Rapid,0
Thika,Bridge,Completed,100,2020-08-17,2021-09-29,57000000,High,Low,Stable,0
Kericho,Water,Completed,100,2019-11-29,2020-09-06,44000000,High,Medium,Slow,0
Isiolo,Hospital,In Progress,67,2021-04-18,2022-12-01,97000000,High,Low,Slow,0
Kakamega,Hospital,Delayed,23,2021-06-11,2022-02-06,24000000,Medium,Low,Slow,0
Kericho,Road,In Progress,96,2022-01-19,2022-10-04,8000000,Low,Medium,Stable,0
Nyeri,Road,Delayed,36,2021-05-31,2021-07-13,34000000,High,Medium,Stable,0
Voi,Water,Completed,100,2019-11-24,2020-08-06,14000000,Low,Low,Slow,0
Lamu,Road,Delayed,60,2021-03-25,2022-05-06,33000000,Medium,Medium,Slow,0
Marsabit,Hospital,Completed,100,2019-09-12,2020-06-22,35000000,High,Low,Rapid,0
Machakos,School,Delayed,96,2022-05-12,2023-06-18,50000000,High,High,Stable,0
Thika,Hospital,Delayed,73,2022-02-20,2023-03-15,88000000,High,Low,Stable,0
Nairobi,Electricity,Completed,100,2020-12-02,2021-07-08,34000000,Low,High,Slow,0
Kitale,Hospital,Delayed,54,2022-11-12,2024-08-31,48000000,Low,High,Rapid,0
Voi,School,Delayed,20,2022-04-12,2022-08-18,34000000,Medium,Medium,Slow,0
Embu,Electricity,Not Started,0,,,23000000,Low,Medium,Rapid,0
Eldoret,Water,Completed,100,2018-04-26,2018-12-19,54000000,Medium,High,Rapid,0
Embu,Hospital,In Progress,97,2021-10-11,2021-11-27,36000000,Medium,Low,Slow,0
Lodwar,Market,Completed,100,2018-02-16,2019-01-31,66000000,High,Low,Stable,0
Naivasha,Hospital,Completed,100,2019-04-23,2020-03-24,73000000,Low,Low,Slow,0
Thika,Hospital,Completed,100,2019-02-24,2019-10-17,3000000,Low,Low,Rapid,0
Eldoret,Market,Not Started,0,,,57000000,Medium,High,Rapid,0
Marsabit,Hospital,Delayed,88,2021-07-12,2022-08-20,14000000,Low,High,Stable,0
Wajir,Bridge,In Progress,70,2022-09-01,2024-06-24,89000000,Medium,Medium,Rapid,0
Nyeri,Water,Delayed,93,2021-07-10,2021-11-08,54000000,Medium,Medium,Slow,0
Lamu,Electricity,Completed,100,2018-04-02,2019-02-12,84000000,Medium,High,Rapid,0
Kisumu,Bridge,Delayed,60,2021-10-22,2023-08-11,72000000,High,Medium,Rapid,0
Voi,Water,Delayed,66,2021-12-14,2022-12-23,96000000,Medium,Low,Rapid,0
Meru,Road,Completed,100,2020-01-30,2020-05-14,35000000,Low,High,Slow,0
Meru,Hospital,Not Started,0,,,74000000,Medium,Medium,Stable,0
Nyeri,Road,In Progress,16,2021-06-29,2022-07-26,18000000,Low,High,Slow,0
Naivasha,Electricity,Not Started,0,,,43000000,Low,Medium,Slow,0
Malindi,Electricity,Completed,100,2019-04-10,2019-09-01,36000000,High,High,Slow,0
Thika,School,Completed,100,2018-11-23,2019-11-14,66000000,Low,High,Slow,0
Marsabit,Road,Not Started,0,,,60000000,Low,Medium,Slow,0
Mandera,Hospital,In Progress,31,2021-07-19,2023-05-29,98000000,High,High,Rapid,0
Kisumu,School,In Progress,6,2021-08-02,2022-06-18,84000000,High,Low,Rapid,0
Marsabit,Bridge,Delayed,4,2022-01-02,2023-08-14,23000000,Low,Low,Rapid,0
Malindi,Electricity,Not Started,0,,,45000000,Medium,Low,Rapid,0
Kisumu,Bridge,Completed,100,2019-08-09,2020-11-30,90000000,Low,Low,Rapid,0
Narok,School,Completed,100,2018-01-17,2019-05-03,32000000,Low,High,Rapid,0
Malindi,Road,In Progress,57,2021-12-12,2023-10-12,91000000,High,High,Rapid,0
Nakuru,School,Completed,100,2020-04-08,2021-02-03,60000000,High,Medium,Slow,0
Kericho,Market,Delayed,99,2021-10-26,2022-02-02,75000000,Low,High,Rapid,0
Lodwar,Electricity,Delayed,45,2022-08-16,2022-12-11,97000000,Medium,Low,Rapid,0
Embu,Hospital,Completed,100,2018-07-16,2019-08-24,93000000,Low,High,Slow,0
Embu,School,In Progress,30,2022-09-24,2024-08-18,58000000,High,Medium,Slow,0
Meru,Bridge,Not Started,0,,,79000000,High,High,Stable,0
Eldoret,Electricity,Completed,100,2019-10-21,2020-02-01,54000000,High,High,Slow,0
Lodwar,School,In Progress,97,2021-05-06,2023-03-24,6000000,Medium,Low,Rapid,0
Isiolo,Market,Completed,100,2020-05-02,2020-12-07,39000000,Medium,Low,Stable,0
Kisumu,Market,Delayed,43,2022-11-01,2023-01-05,87000000,High,Medium,Rapid,0
Nakuru,Bridge,Completed,100,2019-02-04,2020-04-10,49000000,High,Low,Rapid,0
Nairobi,Market,In Progress,61,2021-08-01,2023-04-11,42000000,Low,Low,Stable,0
Wajir,School,Delayed,92,2021-12-01,2023-10-29,47000000,Low,Low,Stable,0
