Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Naivasha,Health Clinic,Completed,100,2021-06-06,2022-01-03,594030.8793655727,N/A,76605,World Bank,Semi-Urban
Lamu,Water Supply,Completed,100,2020-06-08,2020-07-21,700267.7919366414,N/A,98379,USAID,Rural
Siaya,Sanitation,Completed,100,2020-12-09,2021-09-13,344792.629885593,N/A,45862,AMREF,Semi-Rural
Kitale,Health Clinic,Completed,100,2021-10-01,2022-07-08,334957.17783276585,N/A,49718,World Bank,Semi-Urban
Homa Bay,School Construction,Completed,100,2018-06-25,2018-10-04,459315.98913072556,N/A,90284,Save the Children,Rural
Mombasa,Renewable Energy,Completed,100,2020-06-05,2021-03-29,1184153.0835898728,N/A,76391,Oxfam,Urban
Kericho,School Construction,Completed,100,2019-03-01,2019-04-20,822400.8754071258,N/A,94806,Red Cross,Semi-Rural
Tana River,School Construction,Completed,100,2018-01-08,2018-06-10,428145.39507352107,N/A,54902,Save the Children,Semi-Rural
Kilifi,Agriculture,Completed,100,2021-08-14,2021-10-13,364187.20690537925,N/A,62277,World Bank,Semi-Rural
Kakamega,Agriculture,Ongoing,82,2018-01-23,,516688.9571160689,N/A,63475,World Vision,Rural
Turkana,Road Construction,Completed,100,2020-04-02,2021-01-30,554626.2102275286,N/A,91326,UNICEF,Semi-Rural
Wajir,School Construction,Completed,100,2018-10-16,2018-12-27,155257.04601416367,N/A,30969,World Vision,Semi-Rural
Kakamega,School Construction,Ongoing,23,2019-02-14,,375342.24421207455,N/A,39809,World Bank,Semi-Rural
Kajiado,School Construction,Completed,100,2019-02-27,2019-07-27,196176.43921044984,N/A,26367,World Bank,Rural
Kajiado,Agriculture,Completed,100,2019-06-19,2019-12-11,62054.435712502745,N/A,13832,Save the Children,Semi-Rural
Kwale,Renewable Energy,Completed,100,2021-09-09,2022-09-08,216776.67549714993,N/A,30134,Oxfam,Semi-Rural
Kisumu,Community Center,Completed,100,2021-06-23,2022-02-11,509772.5640793067,N/A,49788,Red Cross,Urban
Siaya,Renewable Energy,Completed,100,2020-06-16,2020-10-18,724612.6451386887,N/A,97296,UNICEF,Semi-Rural
Meru,Health Clinic,Completed,100,2021-05-12,2021-12-14,210882.07238345884,N/A,95716,UNICEF,Rural
Bomet,School Construction,Completed,100,2021-11-04,2022-03-08,274335.91147593426,N/A,31193,Red Cross,Semi-Rural
Busia,Agriculture,Completed,100,2018-11-16,2019-02-11,10803.39915011658,N/A,1667,World Bank,Rural
Thika,Renewable Energy,Completed,100,2019-12-10,2020-08-31,488253.8371209163,N/A,42000,CARE,Semi-Urban
Kakamega,School Construction,Completed,100,2020-04-16,2020-05-28,131126.48146672716,N/A,14115,World Vision,Semi-Rural
Garissa,Sanitation,Completed,100,2021-02-22,2022-01-17,163898.8985899698,N/A,24255,World Bank,Semi-Rural
Wajir,Sanitation,Completed,100,2018-10-29,2019-04-17,444073.6493402412,N/A,79792,AMREF,Semi-Rural
Kericho,Community Center,Completed,100,2020-08-18,2020-11-19,487359.68066385476,N/A,65694,Save the Children,Semi-Rural
Samburu,Community Center,Completed,100,2020-12-04,2021-03-29,125524.24178940062,N/A,14251,Save the Children,Rural
Taita Taveta,Agriculture,Completed,100,2018-09-24,2019-01-18,921394.425856527,N/A,95964,Red Cross,Rural
Bomet,Sanitation,Completed,100,2018-11-14,2019-02-16,140680.4106690854,N/A,37996,Oxfam,Rural
Kisumu,Sanitation,Completed,100,2019-07-23,2020-06-20,866968.9974864001,N/A,52832,AMREF,Urban
Bungoma,School Construction,Completed,100,2021-05-17,2022-02-13,10133.06623288405,N/A,3640,Red Cross,Rural
Elgeyo Marakwet,Sanitation,Completed,100,2019-12-03,2020-02-01,52424.883916928695,N/A,16201,Red Cross,Rural
Meru,Renewable Energy,Completed,100,2018-05-08,2019-01-16,23061.389541944085,N/A,5237,Save the Children,Semi-Rural
Siaya,Road Construction,Completed,100,2020-08-19,2020-11-15,244942.36852510614,N/A,72810,Red Cross,Semi-Rural
Nakuru,Health Clinic,Completed,100,2019-05-17,2019-12-16,59578.44524092575,N/A,14990,Oxfam,Rural
Samburu,School Construction,Completed,100,2020-03-25,2021-03-11,72380.53184764375,N/A,18286,Red Cross,Rural
Wajir,Road Construction,Completed,100,2021-12-16,2022-08-25,601570.9366263455,N/A,81121,World Vision,Semi-Rural
Siaya,Community Center,Completed,100,2018-03-20,2018-05-10,128935.05533226463,N/A,28531,UNICEF,Semi-Rural
Kakamega,School Construction,Ongoing,24,2019-06-22,,19114.3174549391,N/A,2271,ActionAid,Rural
Marsabit,Road Construction,Completed,100,2021-10-22,2021-12-25,40977.146009549535,N/A,6602,CARE,Semi-Rural
Narok,Renewable Energy,Completed,100,2018-08-07,2019-01-09,330729.99329303764,N/A,64753,USAID,Semi-Rural
Thika,Health Clinic,Completed,100,2021-10-18,2022-08-12,855979.262590549,N/A,75951,UNICEF,Semi-Urban
Wajir,Renewable Energy,Completed,100,2020-08-20,2021-06-21,549639.4897846777,N/A,67790,Oxfam,Rural
Wajir,Agriculture,Completed,100,2018-12-24,2019-06-01,377747.6609555855,N/A,65610,ActionAid,Rural
Mandera,Water Supply,Completed,100,2018-07-08,2019-02-05,85964.9303224808,N/A,33831,World Bank,Rural
Nakuru,Sanitation,Completed,100,2018-03-19,2018-10-20,530107.9065274376,N/A,80019,USAID,Rural
Uasin Gishu,Sanitation,Completed,100,2020-06-14,2021-04-21,34572.575897067094,N/A,4105,Save the Children,Semi-Rural
Nairobi,Water Supply,Completed,100,2021-10-19,2021-12-02,340863.0915474414,N/A,27208,AMREF,Urban
Kericho,Renewable Energy,Completed,100,2021-11-11,2022-10-08,664728.8009501778,N/A,87597,UNICEF,Semi-Rural
Thika,Community Center,Completed,100,2021-10-04,2022-08-08,605231.7381912388,N/A,41856,Red Cross,Semi-Urban
Mandera,Community Center,Completed,100,2021-12-19,2022-03-20,93167.31496508491,N/A,11144,World Vision,Rural
Taita Taveta,Health Clinic,Ongoing,48,2020-03-26,,283035.2572599673,N/A,96380,USAID,Rural
Trans Nzoia,School Construction,Completed,100,2019-07-26,2020-01-16,265220.01382822724,N/A,91170,CARE,Semi-Rural
Mombasa,Health Clinic,Completed,100,2021-08-08,2021-11-02,696776.5918084149,N/A,46237,Oxfam,Urban
Turkana,School Construction,Completed,100,2021-03-30,2021-08-08,252556.60598616078,N/A,30500,World Bank,Semi-Rural
Mombasa,Agriculture,Completed,100,2021-05-30,2022-03-26,636186.1763085155,N/A,36094,ActionAid,Urban
Mombasa,Agriculture,Completed,100,2020-10-20,2021-04-09,1476891.7708215106,N/A,87019,AMREF,Urban
Naivasha,Health Clinic,Completed,100,2020-03-20,2021-01-15,936993.7690686265,N/A,84031,ActionAid,Semi-Urban
Kwale,School Construction,Completed,100,2020-04-27,2021-02-09,429883.44377996516,N/A,77069,USAID,Rural
Taita Taveta,Renewable Energy,Ongoing,22,2018-07-13,,3775.8117946781604,N/A,1464,World Bank,Semi-Rural
Turkana,Agriculture,Completed,100,2019-07-27,2020-05-01,499713.96479737485,N/A,80535,AMREF,Rural
Narok,Sanitation,Completed,100,2019-09-02,2019-12-31,286279.0013555109,N/A,85667,CARE,Rural
Garissa,Road Construction,Completed,100,2019-11-30,2020-11-18,316359.16375167493,N/A,72419,Oxfam,Semi-Rural
Samburu,Renewable Energy,Completed,100,2019-04-04,2020-03-04,60586.16601168466,N/A,9828,World Bank,Semi-Rural
Meru,Water Supply,Completed,100,2021-09-18,2022-02-23,102378.85149857368,N/A,11042,ActionAid,Rural
Kericho,Road Construction,Completed,100,2020-01-30,2020-07-10,172085.6465533,N/A,73889,Save the Children,Semi-Rural
Laikipia,Water Supply,Completed,100,2018-04-14,2018-06-27,515874.4542892284,N/A,83408,World Vision,Semi-Rural
Mombasa,Renewable Energy,Completed,100,2021-11-16,2022-09-02,435604.7504955188,N/A,27649,World Bank,Urban
Marsabit,School Construction,Completed,100,2019-09-07,2019-12-20,5712.415378993575,N/A,1916,ActionAid,Rural
Kisii,Water Supply,Completed,100,2020-07-26,2021-01-12,768940.6106281867,N/A,93728,ActionAid,Semi-Rural
Embu,Agriculture,Completed,100,2021-05-25,2021-08-18,244450.83171898086,N/A,48971,USAID,Rural
Trans Nzoia,Agriculture,Ongoing,82,2020-10-22,,552699.6110040802,N/A,91725,Red Cross,Semi-Rural
Homa Bay,Renewable Energy,Completed,100,2020-02-02,2020-03-12,304139.8561130557,N/A,60571,USAID,Rural
Busia,Agriculture,Completed,100,2021-09-24,2022-07-02,116679.52257218995,N/A,17843,World Vision,Rural
Kericho,Community Center,Completed,100,2018-10-15,2019-06-15,833165.0364073608,N/A,97846,UNICEF,Semi-Rural
Taita Taveta,Agriculture,Completed,100,2020-03-12,2020-09-21,488934.500593429,N/A,60328,Red Cross,Semi-Rural
Kilifi,Agriculture,Completed,100,2019-11-21,2020-02-10,52334.24123503881,N/A,15826,CARE,Rural
Nyeri,Renewable Energy,Completed,100,2020-11-07,2021-02-08,88438.83716958026,N/A,39069,UNICEF,Rural
Embu,Health Clinic,Completed,100,2018-09-01,2019-04-26,931717.0078040935,N/A,94650,World Vision,Semi-Rural
Bomet,Health Clinic,Completed,100,2018-01-20,2018-09-27,237464.99280689668,N/A,69228,ActionAid,Rural
Lamu,School Construction,Completed,100,2019-11-18,2020-06-06,285049.9954740933,N/A,41344,World Vision,Rural
Thika,School Construction,Completed,100,2021-06-15,2022-02-27,363631.5293880162,N/A,29566,Oxfam,Semi-Urban
Isiolo,Community Center,Completed,100,2018-08-31,2019-04-24,188704.5702265821,N/A,19587,Red Cross,Semi-Rural
Machakos,Sanitation,Completed,100,2018-04-05,2018-12-10,113059.07331415008,N/A,39946,AMREF,Rural
Kilifi,Renewable Energy,Completed,100,2021-08-04,2022-05-18,492375.3250941877,N/A,92277,USAID,Rural
Samburu,Community Center,Completed,100,2020-09-16,2021-07-23,458070.5817921817,N/A,76110,Save the Children,Rural
Siaya,Health Clinic,Completed,100,2020-08-30,2020-10-07,119180.30452027885,N/A,40606,World Bank,Semi-Rural
Meru,Renewable Energy,Completed,100,2021-05-26,2021-10-28,31842.12689002774,N/A,13869,CARE,Rural
Turkana,Health Clinic,Completed,100,2019-12-31,2020-06-13,278770.5830106004,N/A,55682,Save the Children,Semi-Rural
Bungoma,Road Construction,Completed,100,2020-04-02,2020-07-07,414000.29066864686,N/A,71791,UNICEF,Semi-Rural
Eldoret,Road Construction,Completed,100,2018-04-23,2018-08-22,68853.37808038785,N/A,10212,UNICEF,Semi-Rural
Trans Nzoia,Water Supply,Completed,100,2021-07-15,2022-02-12,170661.55800003692,N/A,83793,World Vision,Rural
Kilifi,School Construction,Completed,100,2021-07-25,2022-05-07,223065.0361842864,N/A,26317,AMREF,Semi-Rural
Turkana,Agriculture,Completed,100,2021-03-19,2021-07-08,151760.17532228032,N/A,72185,Red Cross,Semi-Rural
Siaya,School Construction,Ongoing,71,2018-12-02,,375794.9845595771,N/A,59749,Red Cross,Rural
West Pokot,Health Clinic,Completed,100,2021-04-05,2021-07-21,140665.5067724647,N/A,44159,ActionAid,Semi-Rural
Wajir,Agriculture,Completed,100,2018-01-04,2018-05-22,60681.989323219306,N/A,17696,Red Cross,Semi-Rural
Uasin Gishu,Health Clinic,Completed,100,2019-07-27,2020-05-04,281831.984777215,N/A,74298,Red Cross,Rural
Nakuru,Agriculture,Ongoing,50,2018-01-07,,17418.158976615105,N/A,3467,USAID,Semi-Rural
Malindi,School Construction,Completed,100,2019-08-24,2020-02-22,294310.9525521733,N/A,44146,World Vision,Semi-Urban
Garissa,Community Center,Ongoing,58,2020-10-28,,22602.88292057033,N/A,6357,Oxfam,Semi-Rural
Bomet,Renewable Energy,Completed,100,2021-04-08,2021-06-08,146002.5632086165,N/A,51971,USAID,Semi-Rural
Kitale,Agriculture,Completed,100,2018-03-29,2019-03-16,802061.3842591681,N/A,73597,Oxfam,Semi-Urban
Nandi,Health Clinic,Completed,100,2018-11-22,2019-01-31,18897.53311829394,N/A,8308,World Bank,Semi-Rural
Kwale,Sanitation,Completed,100,2019-04-15,2019-11-14,284483.99181233026,N/A,34696,UNICEF,Rural
Tana River,Water Supply,Completed,100,2018-04-04,2019-01-12,65446.70102161223,N/A,22083,Red Cross,Rural
Machakos,Health Clinic,Completed,100,2021-09-18,2022-05-14,333840.7158253762,N/A,61519,Oxfam,Rural
Laikipia,Road Construction,Completed,100,2021-10-28,2022-06-06,68663.38722018836,N/A,11695,Oxfam,Rural
Kiambu,Renewable Energy,Ongoing,64,2019-11-20,,42614.290784461846,N/A,7408,World Bank,Rural
Tana River,Agriculture,Completed,100,2021-03-15,2022-01-26,884585.7549847784,N/A,90662,World Bank,Rural
Kajiado,Renewable Energy,Completed,100,2018-10-03,2019-04-27,153517.50966367597,N/A,20075,UNICEF,Rural
Nakuru,Sanitation,Completed,100,2019-10-20,2020-01-02,309826.48141712433,N/A,74114,ActionAid,Semi-Rural
Homa Bay,Health Clinic,Completed,100,2019-06-15,2019-10-25,677987.3754932947,N/A,88429,Save the Children,Semi-Rural
Migori,Renewable Energy,Completed,100,2018-01-17,2018-05-16,80379.7291511938,N/A,10862,World Vision,Semi-Rural
Kilifi,Water Supply,Completed,100,2018-06-07,2019-01-01,81407.5180238563,N/A,11208,UNICEF,Rural
Homa Bay,Renewable Energy,Completed,100,2020-06-11,2020-09-21,133178.74195130388,N/A,40916,World Bank,Rural
Migori,Renewable Energy,Completed,100,2018-10-17,2019-07-29,173477.8509052516,N/A,19564,UNICEF,Rural
Kericho,Health Clinic,Completed,100,2019-06-23,2020-01-09,164477.629645302,N/A,37054,Red Cross,Rural
Kericho,Renewable Energy,Completed,100,2020-11-09,2021-09-28,151024.44422422026,N/A,22791,USAID,Rural
Eldoret,Agriculture,Completed,100,2021-12-30,2022-09-17,554667.7579093056,N/A,60789,AMREF,Semi-Rural
Meru,Sanitation,Completed,100,2020-11-07,2021-01-19,30252.347856958833,N/A,3632,ActionAid,Rural
Embu,Road Construction,Completed,100,2019-09-13,2020-07-26,168354.93495272164,N/A,40190,AMREF,Semi-Rural
Laikipia,Water Supply,Completed,100,2021-12-26,2022-12-13,73649.19066209866,N/A,11971,Red Cross,Rural
Kajiado,Community Center,Completed,100,2019-01-04,2019-05-19,236635.68692468485,N/A,80208,AMREF,Semi-Rural
Eldoret,Community Center,Completed,100,2021-07-10,2022-01-25,197713.5764668982,N/A,20268,Oxfam,Semi-Rural
Bungoma,School Construction,Completed,100,2018-09-16,2019-06-23,37849.41255411776,N/A,10449,CARE,Rural
Nandi,Road Construction,Completed,100,2020-04-20,2020-11-28,64666.98441325174,N/A,10376,AMREF,Semi-Rural
Kilifi,Community Center,Completed,100,2019-09-20,2020-06-05,226577.84978402988,N/A,58965,UNICEF,Rural
Mombasa,Water Supply,Completed,100,2020-03-15,2020-11-09,1134093.8914019617,N/A,57615,World Vision,Urban
Samburu,School Construction,Completed,100,2021-05-30,2022-05-05,406705.58811064897,N/A,41865,USAID,Semi-Rural
Garissa,Water Supply,Completed,100,2018-09-11,2018-12-08,162929.16512491755,N/A,80877,World Bank,Rural
Garissa,School Construction,Completed,100,2020-07-26,2021-01-16,265680.3917178645,N/A,36252,CARE,Rural
Nandi,School Construction,Completed,100,2020-03-13,2020-11-27,68322.26330231677,N/A,25365,AMREF,Rural
Homa Bay,Community Center,Completed,100,2018-04-08,2018-05-14,65776.50824317726,N/A,19083,CARE,Rural
Kericho,Health Clinic,Completed,100,2021-04-26,2021-11-29,66758.78027044979,N/A,11468,UNICEF,Semi-Rural
Mombasa,Renewable Energy,Completed,100,2018-04-16,2018-09-21,390508.47200229764,N/A,22991,Red Cross,Urban
Narok,School Construction,Ongoing,79,2018-04-14,,448592.6153456941,N/A,80423,UNICEF,Semi-Rural
Nakuru,Renewable Energy,Completed,100,2019-11-07,2020-04-03,300575.42905656114,N/A,57536,AMREF,Semi-Rural
Nyeri,Road Construction,Completed,100,2020-05-18,2021-04-01,528016.2560362779,N/A,86464,CARE,Semi-Rural
Siaya,Agriculture,Completed,100,2018-09-19,2019-09-15,727090.3770699889,N/A,85580,Red Cross,Semi-Rural
Uasin Gishu,Health Clinic,Completed,100,2020-10-24,2021-05-15,215357.09870434745,N/A,24878,UNICEF,Semi-Rural
Kiambu,School Construction,Completed,100,2018-03-05,2019-02-20,471308.7995758856,N/A,59974,ActionAid,Rural
Embu,School Construction,Completed,100,2019-03-30,2019-09-07,776207.677480992,N/A,81122,World Bank,Rural
Elgeyo Marakwet,Renewable Energy,Completed,100,2018-03-09,2019-02-16,299056.12784990866,N/A,33827,USAID,Rural
West Pokot,Renewable Energy,Completed,100,2020-09-09,2021-07-23,696676.0948276072,N/A,85391,World Bank,Rural
Wajir,Renewable Energy,Completed,100,2020-09-26,2021-09-24,184337.63408195777,N/A,51882,CARE,Semi-Rural
Naivasha,Sanitation,Completed,100,2019-09-23,2019-12-18,221045.742530647,N/A,35730,World Vision,Semi-Urban
Malindi,Water Supply,Completed,100,2018-07-20,2019-06-09,913770.9207537412,N/A,62027,Red Cross,Semi-Urban
Mombasa,Water Supply,Completed,100,2018-12-15,2019-07-14,796991.335864422,N/A,63853,ActionAid,Urban
Meru,School Construction,Completed,100,2021-02-13,2021-03-22,918668.9763817104,N/A,91986,World Bank,Rural
Turkana,Sanitation,Completed,100,2021-11-22,2022-04-02,587356.4554587408,N/A,92657,World Bank,Rural
Kilifi,Renewable Energy,Completed,100,2020-07-03,2021-02-07,865538.0953147658,N/A,90078,Oxfam,Semi-Rural
Kericho,Health Clinic,Completed,100,2019-12-29,2020-05-21,68745.32571408991,N/A,16660,Oxfam,Semi-Rural
Nyeri,Renewable Energy,Ongoing,28,2020-10-08,,29711.20254954413,N/A,4340,Red Cross,Semi-Rural
Kitale,Renewable Energy,Completed,100,2018-01-04,2018-02-05,945898.0704866062,N/A,74933,UNICEF,Semi-Urban
Kisumu,Health Clinic,Completed,100,2021-09-03,2021-12-28,710657.369396044,N/A,63703,Oxfam,Urban
Mandera,Agriculture,Completed,100,2021-12-27,2022-08-20,134586.88850767404,N/A,46114,World Vision,Rural
Bomet,School Construction,Completed,100,2020-01-17,2020-02-18,444345.3265829975,N/A,76691,AMREF,Semi-Rural
Laikipia,Agriculture,Completed,100,2021-12-13,2022-02-28,227867.6600629202,N/A,53008,AMREF,Rural
Malindi,Road Construction,Completed,100,2019-06-22,2020-02-20,1064120.6114050837,N/A,88771,AMREF,Semi-Urban
Embu,Health Clinic,Completed,100,2018-05-24,2018-11-10,674260.2446290737,N/A,85185,AMREF,Semi-Rural
Bungoma,Community Center,Completed,100,2020-01-27,2020-09-13,652782.8209913269,N/A,77917,ActionAid,Semi-Rural
Mandera,Sanitation,Completed,100,2020-02-17,2020-06-25,451409.25591218105,N/A,88298,Red Cross,Rural
Busia,Water Supply,Completed,100,2019-09-24,2020-06-28,289725.3539355391,N/A,99674,ActionAid,Rural
Laikipia,Community Center,Completed,100,2019-05-14,2019-06-18,124922.49871041843,N/A,24403,Oxfam,Rural
Thika,Agriculture,Completed,100,2019-04-20,2019-07-20,231750.35224899033,N/A,43478,World Vision,Semi-Urban
Trans Nzoia,School Construction,Completed,100,2019-07-26,2020-02-26,848197.7373322437,N/A,95899,AMREF,Rural
Elgeyo Marakwet,Health Clinic,Completed,100,2018-10-22,2019-07-09,119809.95386742678,N/A,28277,USAID,Semi-Rural
Uasin Gishu,Renewable Energy,Completed,100,2018-10-16,2019-07-20,174363.63395531988,N/A,25551,Save the Children,Semi-Rural
Marsabit,Agriculture,Completed,100,2019-07-30,2020-04-25,565701.2341187763,N/A,64317,UNICEF,Rural
Homa Bay,Road Construction,Ongoing,69,2019-05-14,,210414.1821542095,N/A,36316,AMREF,Rural
Naivasha,Community Center,Completed,100,2020-03-09,2020-12-04,519188.95107861987,N/A,54475,UNICEF,Semi-Urban
Tana River,Water Supply,Completed,100,2018-04-08,2018-05-19,277839.43593620235,N/A,46317,World Vision,Semi-Rural
Kitale,Renewable Energy,Completed,100,2021-08-10,2022-08-09,368003.88079865754,N/A,61916,UNICEF,Semi-Urban
Tana River,Community Center,Completed,100,2020-06-25,2020-12-03,92616.58977945425,N/A,12412,Save the Children,Rural
Elgeyo Marakwet,Water Supply,Completed,100,2019-12-03,2020-07-31,149008.73831007228,N/A,36507,Red Cross,Rural
Isiolo,Agriculture,Completed,100,2020-07-11,2020-12-28,465222.46057543956,N/A,68028,Red Cross,Rural
Bungoma,Renewable Energy,Completed,100,2021-06-22,2021-11-11,708564.0380396873,N/A,75667,World Vision,Semi-Rural
Elgeyo Marakwet,Road Construction,Completed,100,2019-12-04,2020-08-23,21063.74004010254,N/A,8512,ActionAid,Rural
Turkana,Agriculture,Completed,100,2019-07-14,2020-02-07,71041.73539644663,N/A,13764,USAID,Semi-Rural
Nandi,Sanitation,Completed,100,2018-02-26,2018-12-25,34158.45591987867,N/A,14763,World Vision,Semi-Rural
Naivasha,Renewable Energy,Completed,100,2021-06-20,2021-10-17,499339.32637751824,N/A,68344,UNICEF,Semi-Urban
Nakuru,Agriculture,Completed,100,2019-04-04,2020-02-16,225922.4789602788,N/A,62687,Red Cross,Rural
Kitale,Agriculture,Completed,100,2020-08-21,2021-04-29,642961.0431335553,N/A,65932,Oxfam,Semi-Urban
Elgeyo Marakwet,Water Supply,Completed,100,2021-11-12,2022-06-18,364656.1724563553,N/A,79615,ActionAid,Rural
Lamu,Community Center,Completed,100,2019-01-18,2019-11-01,249670.38122875427,N/A,73628,Save the Children,Rural
Meru,Road Construction,Completed,100,2018-12-14,2019-03-16,328462.7742096876,N/A,46209,Red Cross,Semi-Rural
Busia,Water Supply,Completed,100,2021-01-31,2021-09-02,400650.6419522344,N/A,46332,Save the Children,Rural
Lamu,Health Clinic,Completed,100,2020-12-18,2021-08-05,456037.04188236705,N/A,96700,AMREF,Rural
Naivasha,Agriculture,Completed,100,2021-02-23,2021-07-05,1329111.2642566657,N/A,91583,USAID,Semi-Urban
Tana River,Agriculture,Ongoing,89,2018-12-16,,572222.345980511,N/A,99424,Oxfam,Semi-Rural
