Settlement Name,Project Type,Project Completion Status,Completion Percentage,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
SET_4351,Market Place Construction,Completed Behind Schedule,85,16858793.16173041,Market Place Construction Requirement 4350,40984,IP_05,Semi Urban
SET_4352,School Building,Completed On Time,100,12811511.34285881,School Building Requirement 4351,25603,IP_20,Semi Urban
SET_4353,School Building,Stalled,31,536702.6573605165,School Building Requirement 4352,2085,IP_03,Semi Rural
SET_4354,Road Construction,Completed Behind Schedule,91,4276264.651957144,Road Construction Requirement 4353,14174,IP_19,Semi Rural
SET_4355,Hospital Development,Completed Behind Schedule,80,6326854.671725105,Hospital Development Requirement 4354,12996,IP_05,Semi Rural
SET_4356,Market Place Construction,Ongoing,60,14431733.010797303,Market Place Construction Requirement 4355,59323,IP_11,Semi Urban
SET_4357,Energy,Ongoing,39,2236477.839617322,Energy Requirement 4356,5682,IP_10,Semi Rural
SET_4358,Market Place Construction,Completed On Time,100,39494078.79520604,Market Place Construction Requirement 4357,89589,IP_11,Semi Urban
SET_4359,School Building,Completed On Time,100,3321830.348033824,School Building Requirement 4358,12672,IP_15,Semi Urban
SET_4360,School Building,Stalled,21,19369253.98707956,School Building Requirement 4359,40040,IP_17,Semi Urban
SET_4361,Energy,Completed Behind Schedule,85,40300397.89026052,Energy Requirement 4360,82424,IP_08,Urban
SET_4362,Water Supply,Delayed,67,25161839.18022409,Water Supply Requirement 4361,44179,IP_13,Semi Urban
SET_4363,Market Place Construction,Completed On Time,100,16301046.11294591,Market Place Construction Requirement 4362,36662,IP_11,Semi Rural
SET_4364,Market Place Construction,Delayed,78,13696577.935156306,Market Place Construction Requirement 4363,40349,IP_08,Semi Rural
SET_4365,Market Place Construction,Completed Behind Schedule,90,17028284.54692309,Market Place Construction Requirement 4364,48136,IP_12,Semi Rural
SET_4366,School Building,Completed Behind Schedule,97,38904381.90396682,School Building Requirement 4365,65008,IP_13,Semi Urban
SET_4367,School Building,Ongoing,57,4316814.464357924,School Building Requirement 4366,14475,IP_13,Semi Rural
SET_4368,Market Place Construction,Completed On Time,100,47460827.25518787,Market Place Construction Requirement 4367,99617,IP_10,Semi Urban
SET_4369,Market Place Construction,Completed On Time,100,5664372.388447894,Market Place Construction Requirement 4368,11480,IP_17,Semi Urban
SET_4370,Road Construction,Completed On Time,100,38065312.18733103,Road Construction Requirement 4369,77705,IP_07,Urban
SET_4371,Energy,Ongoing,73,898055.5039240991,Energy Requirement 4370,3917,IP_09,Semi Rural
SET_4372,School Building,Ongoing,41,31758821.14508668,School Building Requirement 4371,80569,IP_03,Urban
SET_4373,Hospital Development,Ongoing,37,8320185.582675944,Hospital Development Requirement 4372,25691,IP_10,Semi Urban
SET_4374,School Building,Completed On Time,100,21470027.570345815,School Building Requirement 4373,54130,IP_06,Urban
SET_4375,Water Supply,Completed On Time,100,39448310.504969746,Water Supply Requirement 4374,97585,IP_17,Semi Urban
SET_4376,Market Place Construction,Ongoing,75,37707275.73264643,Market Place Construction Requirement 4375,88175,IP_17,Semi Urban
SET_4377,School Building,Ongoing,74,7496236.530478833,School Building Requirement 4376,18879,IP_03,Semi Urban
SET_4378,Energy,Cancelled,3,879655.3618951087,Energy Requirement 4377,3577,IP_08,Rural
SET_4379,Road Construction,Completed Behind Schedule,96,29323444.82325733,Road Construction Requirement 4378,82976,IP_08,Urban
SET_4380,School Building,Completed On Time,100,4967530.6862331275,School Building Requirement 4379,14537,IP_11,Semi Rural
SET_4381,Water Supply,Completed Behind Schedule,98,18834690.821387835,Water Supply Requirement 4380,71013,IP_19,Urban
SET_4382,Water Supply,Completed Behind Schedule,90,24937714.961056594,Water Supply Requirement 4381,45945,IP_03,Semi Urban
SET_4383,Water Supply,Delayed,78,5261429.703926143,Water Supply Requirement 4382,12104,IP_13,Semi Urban
SET_4384,Road Construction,Completed On Time,100,42868825.5259067,Road Construction Requirement 4383,71050,IP_20,Urban
SET_4385,Water Supply,Delayed,79,4278862.660501684,Water Supply Requirement 4384,15840,IP_01,Semi Urban
SET_4386,Market Place Construction,Ongoing,53,8771192.41887801,Market Place Construction Requirement 4385,44851,IP_05,Semi Rural
SET_4387,Market Place Construction,Cancelled,9,4961412.380979862,Market Place Construction Requirement 4386,11068,IP_18,Semi Rural
SET_4388,School Building,Delayed,58,8215937.744399122,School Building Requirement 4387,15251,IP_17,Semi Urban
SET_4389,Water Supply,Completed Behind Schedule,86,30560024.351264507,Water Supply Requirement 4388,68785,IP_20,Semi Urban
SET_4390,Market Place Construction,Completed On Time,100,5634135.275785561,Market Place Construction Requirement 4389,16653,IP_02,Semi Rural
SET_4391,Hospital Development,Completed On Time,100,24624979.16647987,Hospital Development Requirement 4390,63148,IP_06,Semi Urban
SET_4392,Water Supply,Completed Behind Schedule,85,39638339.07755178,Water Supply Requirement 4391,60610,IP_10,Urban
SET_4393,Road Construction,Delayed,55,43684428.16831846,Road Construction Requirement 4392,92434,IP_15,Urban
SET_4394,Energy,Ongoing,72,14441000.440946117,Energy Requirement 4393,55501,IP_04,Semi Urban
SET_4395,Water Supply,Stalled,24,7190670.133208783,Water Supply Requirement 4394,41492,IP_09,Semi Rural
SET_4396,School Building,Completed On Time,100,10233771.72978472,School Building Requirement 4395,32897,IP_19,Semi Rural
SET_4397,Energy,Ongoing,64,29977596.610290017,Energy Requirement 4396,52828,IP_15,Urban
SET_4398,School Building,Ongoing,36,2388052.6342240316,School Building Requirement 4397,8370,IP_02,Rural
SET_4399,School Building,Ongoing,46,28735412.667311933,School Building Requirement 4398,63230,IP_17,Semi Urban
SET_4400,School Building,Ongoing,41,20057813.51602644,School Building Requirement 4399,69005,IP_13,Semi Urban
SET_4401,Market Place Construction,Ongoing,49,16751047.754645895,Market Place Construction Requirement 4400,41433,IP_20,Semi Rural
SET_4402,Hospital Development,Cancelled,8,5645752.270165263,Hospital Development Requirement 4401,14478,IP_01,Semi Urban
SET_4403,Water Supply,Completed On Time,100,15792245.942989709,Water Supply Requirement 4402,33552,IP_17,Semi Urban
SET_4404,Hospital Development,Ongoing,63,7652468.223104534,Hospital Development Requirement 4403,27358,IP_02,Semi Rural
SET_4405,Energy,Delayed,77,7225905.38401912,Energy Requirement 4404,32347,IP_17,Semi Rural
SET_4406,Road Construction,Delayed,58,25819583.886546016,Road Construction Requirement 4405,60032,IP_05,Urban
SET_4407,Energy,Completed On Time,100,29368447.946535386,Energy Requirement 4406,80959,IP_20,Urban
SET_4408,Water Supply,Completed On Time,100,8740410.197960781,Water Supply Requirement 4407,25810,IP_16,Semi Urban
SET_4409,Energy,Ongoing,64,29957039.440446295,Energy Requirement 4408,76962,IP_16,Semi Urban
SET_4410,Energy,Ongoing,65,29072492.195204716,Energy Requirement 4409,60459,IP_18,Semi Urban
SET_4411,Market Place Construction,Completed On Time,100,27193112.790314555,Market Place Construction Requirement 4410,92885,IP_14,Semi Urban
SET_4412,Market Place Construction,Completed On Time,100,7699641.786440394,Market Place Construction Requirement 4411,39318,IP_16,Semi Rural
SET_4413,Market Place Construction,Delayed,69,2328606.9662682945,Market Place Construction Requirement 4412,8721,IP_09,Semi Rural
SET_4414,Road Construction,Completed On Time,100,5150598.098203076,Road Construction Requirement 4413,19242,IP_02,Semi Rural
SET_4415,Market Place Construction,Completed Behind Schedule,98,3487381.3129089978,Market Place Construction Requirement 4414,11354,IP_18,Semi Rural
SET_4416,Market Place Construction,Ongoing,47,28293156.947478626,Market Place Construction Requirement 4415,53084,IP_09,Urban
SET_4417,Energy,Completed On Time,100,25092310.82312897,Energy Requirement 4416,86334,IP_02,Semi Urban
SET_4418,School Building,Delayed,77,2317061.2892969246,School Building Requirement 4417,11264,IP_04,Semi Rural
SET_4419,School Building,Stalled,14,5207708.697355307,School Building Requirement 4418,11142,IP_19,Semi Urban
SET_4420,Water Supply,Completed On Time,100,6242804.737960019,Water Supply Requirement 4419,25920,IP_16,Semi Rural
SET_4421,Water Supply,Completed Behind Schedule,91,31480341.762966175,Water Supply Requirement 4420,73146,IP_03,Urban
SET_4422,Energy,Ongoing,66,26954067.021520223,Energy Requirement 4421,96725,IP_16,Semi Urban
SET_4423,Water Supply,Completed Behind Schedule,81,6092853.204926005,Water Supply Requirement 4422,23727,IP_09,Semi Rural
SET_4424,Energy,Stalled,33,25346149.777989432,Energy Requirement 4423,81650,IP_01,Urban
SET_4425,Energy,Cancelled,16,30933194.630362637,Energy Requirement 4424,66991,IP_09,Semi Urban
SET_4426,Hospital Development,Completed On Time,100,49662557.10680082,Hospital Development Requirement 4425,98802,IP_17,Semi Urban
SET_4427,Hospital Development,Completed On Time,100,25526510.813642006,Hospital Development Requirement 4426,71044,IP_13,Urban
SET_4428,Water Supply,Delayed,53,36384226.70913038,Water Supply Requirement 4427,98095,IP_12,Urban
SET_4429,Water Supply,Ongoing,53,10625293.087808289,Water Supply Requirement 4428,36931,IP_01,Semi Urban
SET_4430,Road Construction,Completed Behind Schedule,84,29043786.333334275,Road Construction Requirement 4429,56124,IP_02,Urban
SET_4431,School Building,Completed On Time,100,10861805.652935645,School Building Requirement 4430,22045,IP_17,Semi Rural
SET_4432,Hospital Development,Ongoing,40,9490707.40991518,Hospital Development Requirement 4431,40212,IP_13,Semi Urban
SET_4433,Hospital Development,Completed On Time,100,4055028.4065317935,Hospital Development Requirement 4432,11323,IP_20,Semi Urban
SET_4434,Water Supply,Ongoing,75,477376.82865223807,Water Supply Requirement 4433,1392,IP_07,Semi Rural
SET_4435,Energy,Cancelled,6,11853369.838512039,Energy Requirement 4434,32530,IP_16,Semi Urban
SET_4436,Road Construction,Stalled,27,44230159.04372073,Road Construction Requirement 4435,68041,IP_10,Urban
SET_4437,Water Supply,Completed Behind Schedule,90,32228574.82294681,Water Supply Requirement 4436,68655,IP_15,Semi Urban
SET_4438,Hospital Development,Stalled,30,37737010.94448298,Hospital Development Requirement 4437,80552,IP_16,Urban
SET_4439,Energy,Completed Behind Schedule,98,5199226.062978501,Energy Requirement 4438,23427,IP_06,Semi Rural
SET_4440,Energy,Ongoing,43,33657971.89576523,Energy Requirement 4439,50067,IP_13,Urban
SET_4441,Road Construction,Completed On Time,100,65007401.63451337,Road Construction Requirement 4440,96608,IP_05,Urban
SET_4442,Road Construction,Completed Behind Schedule,81,15017329.781390144,Road Construction Requirement 4441,44316,IP_10,Semi Rural
SET_4443,Energy,Ongoing,59,7150002.052156485,Energy Requirement 4442,28634,IP_14,Semi Urban
SET_4444,Market Place Construction,Completed On Time,100,5293072.468429159,Market Place Construction Requirement 4443,23669,IP_17,Semi Rural
SET_4445,Road Construction,Completed On Time,100,49135572.22619322,Road Construction Requirement 4444,85250,IP_16,Urban
SET_4446,Water Supply,Completed Behind Schedule,98,6904233.068514572,Water Supply Requirement 4445,13891,IP_05,Semi Urban
SET_4447,Market Place Construction,Completed On Time,100,18826660.73176681,Market Place Construction Requirement 4446,47791,IP_06,Semi Rural
SET_4448,Water Supply,Completed On Time,100,31101915.6147073,Water Supply Requirement 4447,71246,IP_17,Semi Urban
SET_4449,Water Supply,Ongoing,36,804439.9928208257,Water Supply Requirement 4448,2391,IP_16,Rural
SET_4450,Water Supply,Ongoing,54,22631151.086277384,Water Supply Requirement 4449,80792,IP_06,Semi Urban
SET_4451,Water Supply,Completed Behind Schedule,87,15628492.892060356,Water Supply Requirement 4450,38861,IP_15,Semi Urban
SET_4452,Energy,Completed Behind Schedule,95,41251953.337036245,Energy Requirement 4451,88365,IP_10,Urban
SET_4453,School Building,Completed On Time,100,25986514.126045894,School Building Requirement 4452,74590,IP_09,Urban
SET_4454,Water Supply,Completed On Time,100,26497115.451256808,Water Supply Requirement 4453,57680,IP_13,Semi Urban
SET_4455,Energy,Completed On Time,100,50616644.395485036,Energy Requirement 4454,80341,IP_06,Urban
SET_4456,Road Construction,Cancelled,12,31054097.463856217,Road Construction Requirement 4455,76984,IP_11,Semi Urban
SET_4457,School Building,Completed Behind Schedule,99,3970801.86430861,School Building Requirement 4456,8303,IP_07,Semi Rural
SET_4458,Road Construction,Ongoing,64,21027812.419118073,Road Construction Requirement 4457,79812,IP_14,Semi Urban
SET_4459,School Building,Completed On Time,100,44619394.2961542,School Building Requirement 4458,68926,IP_08,Urban
SET_4460,Market Place Construction,Cancelled,7,34444304.45418239,Market Place Construction Requirement 4459,83493,IP_01,Urban
SET_4461,Water Supply,Ongoing,39,14672405.939796569,Water Supply Requirement 4460,35207,IP_07,Semi Urban
SET_4462,Energy,Stalled,18,23956917.902370185,Energy Requirement 4461,50221,IP_09,Urban
SET_4463,Energy,Completed On Time,100,9899399.167563362,Energy Requirement 4462,24794,IP_15,Semi Rural
SET_4464,Hospital Development,Ongoing,42,4797298.74432123,Hospital Development Requirement 4463,22993,IP_14,Semi Rural
SET_4465,Road Construction,Completed On Time,100,27964180.66739356,Road Construction Requirement 4464,94068,IP_03,Semi Urban
SET_4466,School Building,Ongoing,70,303733.17683189455,School Building Requirement 4465,1141,IP_01,Rural
SET_4467,Road Construction,Completed On Time,100,7917260.579575922,Road Construction Requirement 4466,22320,IP_14,Semi Rural
SET_4468,School Building,Completed On Time,100,25433633.639531203,School Building Requirement 4467,55688,IP_11,Semi Urban
SET_4469,Energy,Ongoing,49,25070660.781218406,Energy Requirement 4468,61390,IP_11,Urban
SET_4470,School Building,Ongoing,76,46191770.38060962,School Building Requirement 4469,92964,IP_04,Urban
SET_4471,Market Place Construction,Completed Behind Schedule,95,36940438.09424005,Market Place Construction Requirement 4470,74902,IP_16,Urban
SET_4472,Market Place Construction,Completed On Time,100,23803454.174797393,Market Place Construction Requirement 4471,68626,IP_11,Urban
SET_4473,Energy,Cancelled,6,24534176.460851055,Energy Requirement 4472,57707,IP_03,Urban
SET_4474,Market Place Construction,Delayed,50,15688956.754854223,Market Place Construction Requirement 4473,44899,IP_14,Semi Urban
SET_4475,Energy,Stalled,13,12296962.026180064,Energy Requirement 4474,43491,IP_13,Semi Rural
SET_4476,Road Construction,Delayed,55,12393002.040674109,Road Construction Requirement 4475,41702,IP_12,Semi Urban
SET_4477,Water Supply,Stalled,20,7188971.781717563,Water Supply Requirement 4476,22399,IP_15,Semi Urban
SET_4478,Hospital Development,Cancelled,16,20424843.57266013,Hospital Development Requirement 4477,49577,IP_16,Semi Rural
SET_4479,Energy,Ongoing,62,8395547.480396822,Energy Requirement 4478,17173,IP_02,Semi Urban
SET_4480,Energy,Delayed,71,9594341.017988496,Energy Requirement 4479,20879,IP_09,Semi Urban
SET_4481,Water Supply,Delayed,77,5534794.683705067,Water Supply Requirement 4480,26425,IP_15,Semi Rural
SET_4482,Road Construction,Delayed,74,61239534.537768364,Road Construction Requirement 4481,97528,IP_09,Urban
SET_4483,Hospital Development,Completed On Time,100,13818323.636912,Hospital Development Requirement 4482,28641,IP_02,Semi Urban
SET_4484,Road Construction,Delayed,66,1608655.1027078473,Road Construction Requirement 4483,6826,IP_02,Semi Rural
SET_4485,School Building,Stalled,17,6456025.925337637,School Building Requirement 4484,15795,IP_02,Semi Urban
SET_4486,Market Place Construction,Completed On Time,100,17674983.636438515,Market Place Construction Requirement 4485,77827,IP_17,Semi Urban
SET_4487,Market Place Construction,Ongoing,65,21294281.57188869,Market Place Construction Requirement 4486,56554,IP_08,Semi Urban
